Idade,Rotatividade,ViagensDeNegocio,Departamento,DistanciaDeCasa,Educacao,CampoDeEducacao,ContagemDeEmpregados,IDDoEmpregado,Genero,NivelDoCargo,Funcao,EstadoCivil,RendaMensal,NumeroDeEmpresas,MaiorDe18,AumentoPercentualSalario,HorasPadrao,NivelDeOpcaoDeCompraDeAcoes,TotalDeAnosTrabalhados,TreinamentosNoUltimoAno,AnosNaEmpresa,AnosDesdeUltimaPromocao,AnosComAtualGestor
43,Nao,Viagens_Frequentes,Vendas,14,3,Ciências da Vida,1,138,Feminino,1,Diretor de Manufatura,Casado(a),7496.0,7.0,Y,14,8,2,,3,3,1,2
43,Nao,Viagens_Raras,Vendas,27,4,Ciências da Vida,1,139,Masculino,2,Representante de Vendas,Divorciado(a),7954.0,4.0,Y,18,8,1,8.0,3,5,0,2
25,Nao,Viagens_Raras,Recursos_Humanos,7,2,Recursos Humanos,1,140,Masculino,1,Diretor de Manufatura,Solteiro(a),17266.0,1.0,Y,19,8,1,5.0,2,5,1,3
37,Nao,Nao_Viaja,Pesquisa_e_Desenvolvimento,1,3,Médica,1,141,Masculino,3,Técnico de Laboratório,Casado(a),4016.0,3.0,Y,22,8,0,15.0,5,13,10,7
31,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,24,1,Médica,1,142,Masculino,3,Técnico de Laboratório,Casado(a),8880.0,1.0,Y,13,8,1,4.0,2,4,3,2
39,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,26,4,Grau Técnico,1,143,Feminino,1,Executivo de Vendas,Divorciado(a),6134.0,1.0,Y,20,8,1,21.0,5,21,1,6
56,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,20,4,Ciências da Vida,1,144,Feminino,3,Executivo de Vendas,Casado(a),10642.0,9.0,Y,14,8,0,36.0,1,7,7,7
30,Nao,Viagens_Raras,Vendas,5,4,Médica,1,145,Feminino,2,Diretor de Manufatura,Solteiro(a),10820.0,0.0,Y,17,8,1,6.0,2,5,4,4
41,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,7,3,Grau Técnico,1,146,Feminino,3,Cientista de Pesquisa,Casado(a),5564.0,1.0,Y,14,8,0,10.0,2,10,0,7
28,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,7,3,Médica,1,147,Masculino,3,Representante de Saúde,Divorciado(a),23914.0,1.0,Y,13,8,0,10.0,2,10,1,8
25,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,5,2,Ciências da Vida,1,148,Feminino,3,Técnico de Laboratório,Casado(a),5320.0,5.0,Y,13,8,0,6.0,3,2,0,2
52,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,26,2,Ciências da Vida,1,149,Feminino,2,Representante de Vendas,Casado(a),6750.0,2.0,Y,21,8,0,28.0,2,5,0,4
45,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,2,3,Médica,1,150,Feminino,1,Executivo de Vendas,Casado(a),10196.0,3.0,Y,14,8,1,8.0,4,2,0,2
52,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,12,3,Médica,1,151,Masculino,2,Cientista de Pesquisa,Casado(a),9756.0,2.0,Y,11,8,1,31.0,3,5,1,4
42,Nao,Viagens_Frequentes,Vendas,10,3,Marketing,1,152,Feminino,2,Representante de Saúde,Divorciado(a),5674.0,2.0,Y,13,8,1,19.0,0,5,0,2
30,Nao,Viagens_Raras,Vendas,25,3,Marketing,1,153,Masculino,1,Executivo de Vendas,Solteiro(a),4812.0,2.0,Y,20,8,1,11.0,5,5,0,2
60,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,10,3,Ciências da Vida,1,154,Feminino,1,Diretor de Manufatura,Casado(a),4538.0,5.0,Y,18,8,1,33.0,4,29,11,10
46,Nao,Viagens_Raras,Vendas,19,4,Marketing,1,155,Feminino,1,Executivo de Vendas,Divorciado(a),8216.0,2.0,Y,14,8,0,19.0,5,10,0,8
42,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,18,4,Grau Técnico,1,156,Masculino,4,Executivo de Vendas,Casado(a),26412.0,0.0,Y,13,8,2,7.0,2,6,0,4
24,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,27,2,Médica,1,157,Masculino,1,Cientista de Pesquisa,Solteiro(a),20844.0,1.0,Y,17,8,1,6.0,0,5,1,4
34,Sim,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,5,3,Médica,1,158,Masculino,2,Cientista de Pesquisa,Divorciado(a),27488.0,0.0,Y,20,8,1,3.0,3,2,1,0
38,Nao,Viagens_Frequentes,Vendas,3,3,Marketing,1,159,Feminino,2,Executivo de Vendas,Casado(a),9814.0,1.0,Y,11,8,1,1.0,3,1,0,0
40,Nao,Viagens_Raras,Vendas,26,4,Marketing,1,160,Feminino,1,Executivo de Vendas,Casado(a),6964.0,0.0,Y,18,8,1,21.0,2,20,1,12
26,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,3,2,Médica,1,161,Feminino,4,Representante de Saúde,Divorciado(a),4872.0,1.0,Y,24,8,0,3.0,2,3,0,2
30,Nao,Nao_Viaja,Pesquisa_e_Desenvolvimento,15,3,Médica,1,162,Feminino,2,Executivo de Vendas,Casado(a),4760.0,4.0,Y,18,8,3,9.0,2,5,1,4
29,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,8,3,Médica,1,163,Feminino,3,Diretor de Manufatura,Casado(a),38862.0,1.0,Y,11,8,0,10.0,3,10,0,7
29,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,19,4,Ciências da Vida,1,164,Masculino,3,Cientista de Pesquisa,Casado(a),3580.0,5.0,Y,16,8,1,6.0,4,2,1,1
19,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,4,3,Médica,1,165,Masculino,1,Executivo de Vendas,Solteiro(a),15288.0,1.0,Y,15,8,2,1.0,2,1,0,0
30,Nao,Nao_Viaja,Pesquisa_e_Desenvolvimento,2,4,Ciências da Vida,1,166,Feminino,3,Cientista de Pesquisa,Casado(a),10262.0,0.0,Y,15,8,1,10.0,2,9,7,8
57,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,2,2,Ciências da Vida,1,167,Masculino,4,Cientista de Pesquisa,Divorciado(a),12612.0,3.0,Y,12,8,1,32.0,3,1,0,0
50,Nao,Viagens_Raras,Vendas,10,4,Ciências da Vida,1,168,Feminino,3,Gerente,Casado(a),9574.0,0.0,Y,12,8,0,28.0,3,27,15,7
30,Nao,Nao_Viaja,Vendas,10,2,Ciências da Vida,1,169,Masculino,3,Técnico de Laboratório,Solteiro(a),37760.0,0.0,Y,22,8,1,12.0,3,11,6,7
60,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,16,3,Ciências da Vida,1,170,Feminino,4,Técnico de Laboratório,Casado(a),4678.0,4.0,Y,20,8,0,22.0,4,18,13,11
47,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,3,Grau Técnico,1,171,Masculino,5,Diretor de Manufatura,Divorciado(a),27140.0,5.0,Y,16,8,2,20.0,2,5,0,4
46,Nao,Viagens_Raras,Vendas,4,1,Grau Técnico,1,172,Masculino,1,Técnico de Laboratório,Casado(a),13424.0,6.0,Y,21,8,1,26.0,3,3,0,1
35,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,15,2,Médica,1,173,Feminino,2,Técnico de Laboratório,Solteiro(a),10812.0,0.0,Y,12,8,1,6.0,2,5,4,3
54,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,2,4,Médica,1,174,Masculino,2,Recursos Humanos,Solteiro(a),17876.0,7.0,Y,11,8,3,19.0,2,1,0,0
34,Nao,Viagens_Raras,Vendas,8,2,Ciências da Vida,1,175,Masculino,1,Técnico de Laboratório,Divorciado(a),4878.0,3.0,Y,11,8,2,14.0,2,7,5,7
46,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,2,3,Ciências da Vida,1,176,Masculino,1,Representante de Saúde,Casado(a),17674.0,2.0,Y,18,8,0,15.0,3,3,1,2
31,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,7,3,Ciências da Vida,1,177,Masculino,2,Diretor de Pesquisa,Divorciado(a),10686.0,1.0,Y,14,8,1,13.0,3,13,0,8
33,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,10,3,Ciências da Vida,1,178,Feminino,4,Diretor de Pesquisa,Casado(a),13456.0,7.0,Y,22,8,0,15.0,2,7,7,7
33,Sim,Viagens_Raras,Vendas,5,4,Marketing,1,179,Masculino,2,Diretor de Pesquisa,Divorciado(a),13304.0,7.0,Y,25,8,0,8.0,5,4,1,3
30,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,2,3,Ciências da Vida,1,180,Masculino,1,Executivo de Vendas,Solteiro(a),9700.0,0.0,Y,12,8,1,4.0,4,3,1,2
35,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,12,2,Médica,1,181,Feminino,2,Representante de Vendas,Casado(a),5618.0,4.0,Y,23,8,1,10.0,2,8,0,0
31,Sim,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,22,2,Médica,1,182,Feminino,2,Executivo de Vendas,Casado(a),11378.0,3.0,Y,15,8,2,12.0,2,1,0,0
34,Sim,Viagens_Frequentes,Vendas,17,1,Marketing,1,183,Masculino,1,Diretor de Pesquisa,Divorciado(a),4002.0,9.0,Y,22,8,1,11.0,5,3,0,2
42,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,2,4,Médica,1,184,Feminino,1,Cientista de Pesquisa,Casado(a),5954.0,4.0,Y,15,8,3,8.0,3,2,2,0
36,Nao,Nao_Viaja,Pesquisa_e_Desenvolvimento,3,4,Médica,1,185,Masculino,1,Cientista de Pesquisa,Solteiro(a),8050.0,1.0,Y,11,8,0,10.0,3,10,9,7
22,Sim,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,7,3,Médica,1,186,Feminino,2,Técnico de Laboratório,Solteiro(a),7570.0,5.0,Y,13,8,2,4.0,2,2,1,2
48,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,6,3,Médica,1,187,Masculino,1,Técnico de Laboratório,Casado(a),21708.0,2.0,Y,14,8,1,14.0,6,9,6,7
55,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,3,Médica,1,188,Feminino,1,Executivo de Vendas,Solteiro(a),24062.0,3.0,Y,11,8,0,37.0,5,10,7,7
41,Nao,Nao_Viaja,Pesquisa_e_Desenvolvimento,3,2,Ciências da Vida,1,189,Feminino,2,Cientista de Pesquisa,Solteiro(a),19872.0,7.0,Y,17,8,1,16.0,2,14,1,10
35,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,22,3,Médica,1,190,Feminino,1,Representante de Vendas,Casado(a),5932.0,9.0,Y,18,8,0,15.0,2,11,6,9
40,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,15,3,Ciências da Vida,1,191,Feminino,2,Técnico de Laboratório,Solteiro(a),5142.0,7.0,Y,14,8,0,22.0,1,20,5,13
39,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,12,1,Médica,1,192,Masculino,1,Cientista de Pesquisa,Casado(a),19982.0,1.0,Y,16,8,1,8.0,3,8,0,7
31,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,4,Ciências da Vida,1,193,Masculino,3,Diretor de Pesquisa,Solteiro(a),12284.0,4.0,Y,13,8,2,10.0,2,6,0,5
42,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,5,3,Médica,1,194,Masculino,3,Executivo de Vendas,Casado(a),10780.0,1.0,Y,14,8,0,10.0,3,10,5,8
45,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,2,1,Médica,1,195,Feminino,4,Executivo de Vendas,Casado(a),8808.0,0.0,Y,23,8,0,9.0,2,8,3,7
26,Sim,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,2,1,Ciências da Vida,1,196,Feminino,2,Técnico de Laboratório,Divorciado(a),11986.0,0.0,Y,12,8,0,8.0,3,7,1,0
29,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,5,3,Médica,1,197,Masculino,1,Cientista de Pesquisa,Divorciado(a),10260.0,4.0,Y,11,8,0,8.0,3,3,1,2
33,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,16,3,Médica,1,198,Feminino,1,Técnico de Laboratório,Divorciado(a),4180.0,4.0,Y,16,8,0,10.0,2,6,0,5
31,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,2,4,Ciências da Vida,1,199,Feminino,1,Executivo de Vendas,Divorciado(a),5818.0,9.0,Y,14,8,2,10.0,2,5,0,1
18,Sim,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,2,3,Grau Técnico,1,200,Masculino,1,Executivo de Vendas,Solteiro(a),6936.0,1.0,Y,18,8,2,0.0,4,0,0,0
40,Nao,Nao_Viaja,Pesquisa_e_Desenvolvimento,1,4,Grau Técnico,1,201,Feminino,2,Técnico de Laboratório,Divorciado(a),6136.0,3.0,Y,19,8,0,20.0,3,1,0,1
41,Nao,Nao_Viaja,Pesquisa_e_Desenvolvimento,23,3,Ciências da Vida,1,202,Masculino,2,Diretor de Manufatura,Solteiro(a),5340.0,2.0,Y,15,8,2,10.0,2,8,0,7
26,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,9,4,Médica,1,203,Masculino,3,Representante de Saúde,Divorciado(a),5386.0,5.0,Y,17,8,3,8.0,3,0,0,0
35,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,16,4,Médica,1,204,Masculino,2,Recursos Humanos,Solteiro(a),19052.0,1.0,Y,15,8,0,5.0,2,5,0,3
34,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,26,3,Médica,1,205,Masculino,1,Técnico de Laboratório,Solteiro(a),10474.0,1.0,Y,19,8,1,10.0,3,10,5,7
26,Sim,Viagens_Raras,Vendas,1,3,Marketing,1,206,Feminino,2,Diretor de Manufatura,Solteiro(a),4852.0,1.0,Y,22,8,0,1.0,3,1,0,0
37,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,8,1,Ciências da Vida,1,207,Masculino,1,Executivo de Vendas,Solteiro(a),8386.0,4.0,Y,16,8,1,12.0,5,6,1,2
46,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,4,1,Médica,1,208,Masculino,5,Recursos Humanos,Casado(a),5822.0,5.0,Y,13,8,0,28.0,3,2,1,2
41,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,24,1,Ciências da Vida,1,209,Masculino,1,Diretor de Pesquisa,Casado(a),5322.0,7.0,Y,14,8,1,22.0,2,18,11,8
37,Nao,Nao_Viaja,Pesquisa_e_Desenvolvimento,7,2,Médica,1,210,Masculino,1,Executivo de Vendas,Divorciado(a),4056.0,1.0,Y,16,8,1,9.0,3,9,7,7
52,Nao,Viagens_Raras,Vendas,2,1,Médica,1,211,Masculino,1,Técnico de Laboratório,Divorciado(a),19960.0,,Y,11,8,1,18.0,2,10,6,9
32,Sim,Nao_Viaja,Pesquisa_e_Desenvolvimento,7,2,Ciências da Vida,1,212,Feminino,2,Diretor de Pesquisa,Casado(a),6596.0,8.0,Y,22,8,0,6.0,4,4,1,2
24,Nao,Viagens_Frequentes,Vendas,22,3,Ciências da Vida,1,213,Feminino,1,Representante de Saúde,Casado(a),5870.0,0.0,Y,14,8,2,3.0,5,2,2,1
38,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,5,3,Ciências da Vida,1,214,Feminino,1,Cientista de Pesquisa,Casado(a),30854.0,3.0,Y,16,8,1,18.0,2,1,0,0
37,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,4,Grau Técnico,1,215,Feminino,5,Cientista de Pesquisa,Casado(a),7888.0,6.0,Y,11,8,2,8.0,3,6,4,3
49,Nao,Viagens_Raras,Vendas,21,1,Ciências da Vida,1,216,Masculino,1,Executivo de Vendas,Divorciado(a),8022.0,1.0,Y,18,8,2,31.0,2,31,0,9
24,Nao,Viagens_Raras,Vendas,1,3,Marketing,1,217,Feminino,1,Executivo de Vendas,Casado(a),6814.0,1.0,Y,15,8,2,6.0,2,6,1,4
26,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,19,4,Grau Técnico,1,218,Feminino,4,Executivo de Vendas,Casado(a),23988.0,1.0,Y,14,8,1,6.0,6,5,1,4
24,Nao,Viagens_Raras,Vendas,7,3,Médica,1,219,Feminino,1,Técnico de Laboratório,Casado(a),2464.0,1.0,Y,12,8,0,1.0,4,1,0,0
50,Nao,Viagens_Frequentes,Vendas,2,2,Marketing,1,220,Masculino,1,Executivo de Vendas,Casado(a),5920.0,1.0,Y,14,8,3,32.0,2,32,10,7
25,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,2,3,Ciências da Vida,1,221,Masculino,1,Cientista de Pesquisa,Casado(a),38188.0,1.0,Y,16,8,0,7.0,3,7,0,6
24,Sim,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,2,3,Médica,1,222,Masculino,2,Cientista de Pesquisa,Casado(a),7838.0,1.0,Y,21,8,0,6.0,3,6,1,2
30,Sim,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,9,3,Outro,1,223,Masculino,2,Representante de Saúde,Casado(a),13650.0,1.0,Y,14,8,0,1.0,2,1,0,0
34,Nao,Viagens_Raras,Vendas,6,2,Ciências da Vida,1,224,Masculino,4,Diretor de Pesquisa,Casado(a),20496.0,1.0,Y,12,8,1,6.0,4,6,1,3
31,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,9,1,Médica,1,225,Feminino,1,Representante de Vendas,Divorciado(a),37894.0,2.0,Y,12,8,2,9.0,2,3,1,2
35,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,2,3,Ciências da Vida,1,226,Feminino,5,Executivo de Vendas,Solteiro(a),4992.0,4.0,Y,17,8,3,9.0,3,3,0,2
31,Nao,Viagens_Raras,Vendas,1,3,Marketing,1,227,Feminino,2,Executivo de Vendas,Divorciado(a),12930.0,4.0,Y,17,8,0,13.0,3,7,5,7
27,Nao,Viagens_Raras,Vendas,22,4,Médica,1,228,Masculino,1,Representante de Vendas,Divorciado(a),4412.0,0.0,Y,14,8,1,6.0,4,5,0,3
37,Nao,Viagens_Raras,Vendas,9,4,Marketing,1,229,Feminino,2,Técnico de Laboratório,Casado(a),4172.0,4.0,Y,14,8,0,17.0,3,3,1,0
20,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,17,4,Médica,1,230,Feminino,1,Representante de Vendas,Solteiro(a),4586.0,1.0,Y,13,8,2,1.0,3,1,0,0
42,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,28,4,Ciências da Vida,1,231,Feminino,2,Diretor de Manufatura,Casado(a),5290.0,1.0,Y,15,8,0,10.0,5,10,2,2
43,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,10,5,Grau Técnico,1,232,Feminino,2,Executivo de Vendas,Divorciado(a),5366.0,4.0,Y,11,8,0,21.0,3,1,0,0
38,Nao,Viagens_Raras,Recursos_Humanos,2,4,Médica,1,233,Masculino,1,Recursos Humanos,Solteiro(a),4028.0,3.0,Y,17,8,1,8.0,5,0,0,0
43,Nao,Viagens_Frequentes,Vendas,4,3,Médica,1,234,Feminino,2,Representante de Saúde,Divorciado(a),6838.0,3.0,Y,11,8,1,10.0,5,8,4,7
48,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,8,1,Médica,1,235,Masculino,2,Técnico de Laboratório,Casado(a),10752.0,7.0,Y,13,8,1,21.0,3,3,0,2
44,Nao,Viagens_Raras,Vendas,29,4,Marketing,1,236,Masculino,2,Executivo de Vendas,Solteiro(a),3902.0,4.0,Y,22,8,3,10.0,4,2,0,2
34,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,13,4,Ciências da Vida,1,237,Feminino,1,Técnico de Laboratório,Divorciado(a),4682.0,1.0,Y,20,8,2,8.0,3,8,0,6
27,Sim,Viagens_Raras,Vendas,27,3,Ciências da Vida,1,238,Masculino,2,Cientista de Pesquisa,Divorciado(a),4586.0,0.0,Y,18,8,0,5.0,0,4,0,2
21,Nao,Viagens_Raras,Vendas,16,2,Ciências da Vida,1,239,Masculino,3,Executivo de Vendas,Solteiro(a),17452.0,1.0,Y,11,8,1,3.0,2,3,1,2
44,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,2,2,Ciências da Vida,1,240,Masculino,1,Técnico de Laboratório,Casado(a),8022.0,4.0,Y,14,8,1,26.0,2,2,0,1
22,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,2,2,Médica,1,241,Feminino,2,Técnico de Laboratório,Casado(a),39090.0,0.0,Y,14,8,0,3.0,3,2,2,2
33,Nao,Viagens_Raras,Vendas,13,4,Marketing,1,242,Feminino,2,Diretor de Manufatura,Divorciado(a),9136.0,0.0,Y,18,8,1,6.0,2,5,1,2
32,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,1,Ciências da Vida,1,243,Feminino,1,Representante de Saúde,Casado(a),6044.0,1.0,Y,16,8,1,6.0,3,6,0,5
30,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,4,5,Grau Técnico,1,244,Masculino,3,Gerente,Divorciado(a),11544.0,1.0,Y,17,8,0,1.0,3,1,0,0
53,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,24,3,Outro,1,245,Feminino,3,Gerente,Solteiro(a),4538.0,7.0,Y,11,8,1,18.0,2,14,8,10
34,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,5,Médica,1,246,Masculino,1,Cientista de Pesquisa,Casado(a),10762.0,1.0,Y,12,8,0,10.0,0,10,8,8
45,Sim,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,19,4,Ciências da Vida,1,247,Masculino,3,Diretor de Pesquisa,Casado(a),6882.0,2.0,Y,13,8,1,5.0,5,1,0,0
26,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,7,2,Ciências da Vida,1,248,Masculino,1,Diretor de Manufatura,Casado(a),10908.0,1.0,Y,13,8,1,3.0,5,3,0,2
37,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,4,3,Médica,1,249,Masculino,1,Gerente,Casado(a),19768.0,1.0,Y,14,8,0,10.0,3,10,7,8
29,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,2,3,Ciências da Vida,1,250,Feminino,1,Representante de Saúde,Casado(a),8314.0,1.0,Y,17,8,3,6.0,2,6,1,2
35,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,10,5,Médica,1,251,Feminino,4,Técnico de Laboratório,Solteiro(a),26916.0,1.0,Y,11,8,0,17.0,3,17,11,8
33,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,8,3,Grau Técnico,1,252,Masculino,2,Técnico de Laboratório,Divorciado(a),18138.0,3.0,Y,25,8,1,15.0,3,13,4,7
54,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,5,2,Ciências da Vida,1,253,Feminino,2,Executivo de Vendas,Casado(a),8028.0,2.0,Y,19,8,1,16.0,4,9,7,1
36,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,8,3,Ciências da Vida,1,254,Masculino,2,Cientista de Pesquisa,Divorciado(a),11830.0,2.0,Y,13,8,1,13.0,3,3,0,2
27,Nao,Viagens_Raras,Vendas,9,3,Marketing,1,255,Masculino,5,Diretor de Pesquisa,Solteiro(a),11986.0,0.0,Y,14,8,1,5.0,3,4,1,1
20,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,1,3,Ciências da Vida,1,256,Masculino,5,Representante de Vendas,Solteiro(a),12324.0,1.0,Y,12,8,3,1.0,2,1,1,1
33,Sim,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,15,4,Médica,1,257,Feminino,1,Técnico de Laboratório,Solteiro(a),4812.0,1.0,Y,11,8,0,10.0,3,10,9,7
35,Nao,Nao_Viaja,Pesquisa_e_Desenvolvimento,2,1,Médica,1,258,Masculino,1,Cientista de Pesquisa,Casado(a),37480.0,1.0,Y,19,8,1,1.0,2,1,0,0
23,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,2,3,Ciências da Vida,1,259,Masculino,1,Representante de Saúde,Casado(a),15274.0,2.0,Y,11,8,1,5.0,3,3,0,2
25,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,11,3,Médica,1,260,Masculino,2,Diretor de Manufatura,Casado(a),20192.0,0.0,Y,11,8,1,4.0,3,3,1,2
38,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,16,3,Ciências da Vida,1,261,Masculino,5,Cientista de Pesquisa,Solteiro(a),29512.0,0.0,Y,20,8,1,8.0,3,7,0,5
29,Nao,Viagens_Frequentes,Vendas,2,4,Ciências da Vida,1,262,Masculino,4,Representante de Saúde,Divorciado(a),12998.0,1.0,Y,18,8,3,10.0,3,10,2,8
48,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,16,3,Grau Técnico,1,263,Masculino,1,Executivo de Vendas,Casado(a),19448.0,3.0,Y,13,8,0,12.0,2,2,2,2
27,Nao,Viagens_Frequentes,Vendas,4,3,Grau Técnico,1,264,Masculino,5,Técnico de Laboratório,Divorciado(a),4388.0,1.0,Y,12,8,0,6.0,5,6,0,4
37,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,16,3,Ciências da Vida,1,265,Masculino,3,Gerente,Solteiro(a),6776.0,3.0,Y,11,8,0,4.0,2,1,0,0
50,Nao,Viagens_Raras,Vendas,5,3,Médica,1,266,Masculino,1,Técnico de Laboratório,Casado(a),10946.0,1.0,Y,19,8,1,20.0,2,20,3,8
34,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,18,1,Médica,1,267,Masculino,1,Representante de Saúde,Solteiro(a),5406.0,1.0,Y,21,8,1,9.0,2,8,7,7
24,Sim,Viagens_Raras,Pesquisa_e_Desenvolvimento,17,2,Ciências da Vida,1,268,Feminino,1,Representante de Saúde,Solteiro(a),5002.0,9.0,Y,12,8,0,4.0,3,2,2,0
39,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,12,5,Médica,1,269,Feminino,1,Representante de Vendas,Solteiro(a),12440.0,1.0,Y,14,8,2,20.0,2,20,11,10
32,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,2,3,Ciências da Vida,1,270,Masculino,5,Cientista de Pesquisa,Solteiro(a),6076.0,1.0,Y,11,8,0,10.0,5,10,0,8
50,Sim,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,4,2,Médica,1,271,Masculino,4,Representante de Vendas,Casado(a),8848.0,3.0,Y,14,8,1,18.0,2,4,1,3
38,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,9,4,Ciências da Vida,1,272,Masculino,1,Executivo de Vendas,Solteiro(a),8624.0,0.0,Y,12,8,1,10.0,2,9,1,8
27,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,10,3,Médica,1,273,Masculino,5,Cientista de Pesquisa,Casado(a),26490.0,1.0,Y,23,8,1,9.0,3,9,0,7
32,Nao,Viagens_Raras,Vendas,1,3,Médica,1,274,Masculino,2,Executivo de Vendas,Solteiro(a),27328.0,3.0,Y,14,8,0,10.0,6,7,7,7
47,Nao,Viagens_Raras,Pesquisa_e_Desenvolvimento,2,3,Médica,1,275,Feminino,5,Executivo de Vendas,Solteiro(a),10042.0,2.0,Y,17,8,0,20.0,3,7,1,7
40,Nao,Viagens_Frequentes,Pesquisa_e_Desenvolvimento,3,4,Médica,1,276,Feminino,3,Recursos Humanos,Casado(a),10252.0,5.0,Y,18,8,0,20.0,2,18,1,12
